ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status,PageNumber,Volume & Issue
0-8229-5415-x,Six O'Clock Mine Report (Pitt Poetry Series),Irene McKinney,University of Pittsburgh Press,64.0,1989-04-15,,Paperback,,en,1,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.56 Pounds, Width: 0.3 Inches",0.0,https://images.isbndb.com/covers/41/56/9780822954156.jpg,Success,87.0,11.6
0-8240-8530-2,The Hand That Holds The Camera (Garland Reference Library of the Humanities),"Miller, Lynn Fieldman",Garland Science,271.0,1988-03-01,,Hardcover,Lynn Fieldman Miller. Includes Bibliographical References.,en,1,"Height: 9 Inches, Length: 6 Inches, Weight: 1.1 Pounds, Width: 0.75 Inches",10.0,https://images.isbndb.com/covers/53/08/9780824085308.jpg,Success,56.0,11.6
0-934971-10-2,The Forbidden Stitch: An Asian American Women's Anthology,"Lim, Shirley Geok-Lin, Tsutakawa, Mayumi",Calyx Books,290.0,1989,"American literature, American literature, women authors, American literature, asian american authors",Hardcover,,en,,"Height: 8.5 Inches, Length: 7.5 Inches, Weight: 1.1 Pounds, Width: 1 Inches",0.0,https://images.isbndb.com/covers/11/02/9780934971102.jpg,Success,73.0,11.6
0-945223-01-3,Victims No Longer: Men Recovering From Incest and Other Sexual Child Abuse,"Lew, Mike / introduction by Ellen Bass","Nevraumont, 1988",,1988,,Hardcover,,en,First Edition,Weight: 1.75 Pounds,19.95,https://images.isbndb.com/covers/30/16/9780945223016.jpg,Success,52.0,11.6
0-415-00660-0,Nadine Gordimer (Contemporary Writers),"Newman, Judie",Routledge Kegan & Paul,109.0,1988,"Criticism and interpretationGordimer, Nadine, PR9369.3.G6 Z79 1988, 823",Paperback,Judie Newman. Bibliography: P. 106-109.,en,First Edition,Weight: 0.220462262 Pounds,1.99,https://images.isbndb.com/covers/66/06/9780415006606.jpg,Success,82.0,11.6
0-933216-16-5,We Say We Love Each Other,Minnie Bruce Pratt,"Spinsters, 1985",,1985,,Paperback,Minnie Bruce Pratt.,en,1,Weight: 0.4 Pounds,0.0,https://images.isbndb.com/covers/61/67/9780933216167.jpg,Success,59.0,11.6
0-89594-346-8,Shadowdance: A Woman Sleuth Mystery,"Bushell, Agnes",Crossing Press,165.0,1989-04,,Paperback,By Agnes Bushell.,en,First Edition,,0.0,https://images.isbndb.com/covers/34/60/9780895943460.jpg,Success,80.0,11.6
0-385-23891-6,Bump in the Night,"Holland, Isabelle",Doubleday,185.0,1988-10-03,"Fiction, Mystery & Detective",Hardcover,,en,First Edition,Weight: 0.8 Pounds,0.0,https://images.isbndb.com/covers/89/15/9780385238915.jpg,Success,30.0,11.6
0-14-008010-4,Charleyhorse (Contemporary American fiction),"Dawkins, Cecil",Penguin Books,250.0,1986-10-07,,Paperback,"Rancher Charley was born wanting things she wasn't supposed to want: riding horses, flying planes, driving combine harvesters--and Juna, the new boarder from New York.",en,25,"Height: 5 Inches, Length: 7 Inches, Weight: 0.5 Pounds, Width: 1 Inches",6.95,https://images.isbndb.com/covers/01/00/9780140080100.jpg,Success,26.0,11.6
0-312-02936-5,Karin,Margareta Bergman,St. Martin's Press,253.0,1989,,Hardcover,,en,First American Edition,Weight: 0.95 Pounds,16.95,https://images.isbndb.com/covers/93/64/9780312029364.jpg,Success,95.0,11.6
1-55583-137-0,Mistress Moderately Fair,"Sturtevant, Katherine",Alyson Books,249.0,1988,,Paperback,,en,,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.74295782294 Pounds, Width: 0.75 Inches",0.0,https://images.isbndb.com/covers/13/70/9781555831370.jpg,Success,70.0,11.6
0-89486-543-9,Compulsive Eaters and Relationships: Ending the Isolation,"Matsakis, Aphrodite",Hazelden,100.0,1988,,Paperback,Aphrodite Matsakis. Includes Index. Bibliography: P. 97.,en,,Weight: 0.35 Pounds,1.99,https://images.isbndb.com/covers/54/35/9780894865435.jpg,Success,33.0,11.6
0-06-255492-1,Relax Recover Stress Management for Recovering People,"Wuertzer, Patricia",Harper and Row,,1988,,Hardcover,,en,First Edition,,0.0,https://images.isbndb.com/covers/49/25/9780062554925.jpg,Success,34.0,11.6
0-933216-58-0,High and Outside,"Due, Linnea A.",Spinsters Ink,195.0,1989,,Paperback,,en,,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.59965735264 Pounds, Width: 0.5 Inches",8.95,https://images.isbndb.com/covers/65/87/9780933216587.jpg,Success,26.0,11.6
0-933377-03-7,History And Geography (hardcover),Judith Barrington,The Eighth Mountain Press,112.0,1989,,Hardcover,,en,,,0.0,https://images.isbndb.com/covers/70/35/9780933377035.jpg,Success,74.0,11.6
0-930644-80-0,,,,,,,,,,,,,,Error,23.0,11.6
0-691-04050-8,Artemisia Gentileschi: The Image of the Female Hero in Italian Baroque Art,"Garrard, Mary D.",Princeton University Press,640.0,1989-03-21,,Hardcover,,en,First Edition,"Height: 10.75 Inches, Length: 8.75 Inches, Weight: 5.3 Pounds, Width: 1.5 Inches",125.0,https://images.isbndb.com/covers/05/09/9780691040509.jpg,Success,84.0,11.6
0-931188-69-5,The dog collar murders,"Wilson, Barbara",The Seal Press,203.0,1989,,Paperback,,en,First Edition,"Height: 0 Inches, Length: 0 Inches, Weight: 1.01 Pounds, Width: 0 Inches",40.14,https://images.isbndb.com/covers/86/95/9780931188695.jpg,Success,71.0,11.6
0-8147-2588-0,My Three Mothers and Other Passions,"Freud, Sophie",New York University Press,351.0,1988-09-01,"Freud, Anna, Freud, Sophie, Freud, Sophie , 1924-, Freud, Anna , 1895-1982, Psychoanalysis, Mother-Child Relations, Mothers and daughters, Psychoanalysts, Psychoanalysts--Biography, BF173.F857 F74 1988, WZ 100 F8892F 1988, 616.89/0092/4",Hardcover,"<p>Sophie Freud— author, teacher, social worker, mother, daughter, and grand-daughter of Sigmund Freud—here offers, for the first time, a candid portrait of her struggles in her own life. Blessed and cursed with the legacy of a famous family, Dr. Freud has negotiated her way from a blissful childhood in Vienna, to Paris, to Radcliff College, to her present-day life as on one of the most respected teachers in her field. <i>My Three Mothers and Other Passions</i> is a remarkable story about a remarkable woman, and Dr. Freud explores with us openly and engagingly the many experiences of her life.</p>",en,First Edition,Weight: 3 Pounds,35.0,https://images.isbndb.com/covers/58/87/9780814725887.jpg,Success,66.0,11.6
0-9613205-6-7,Treatment of Adult Survivors of Childhood Abuse,Eliana Gil,Launch Press,301.0,1988-08-01,,Paperback,,en,2nd,"Height: 8.75 Inches, Length: 5.5 Inches, Weight: 0.1 Pounds, Width: 1 Inches",18.95,https://images.isbndb.com/covers/05/60/9780961320560.jpg,Success,33.0,11.6
0-86068-642-6,Back In The First Person,Kathy Page,Virago Book,224.0,1986,,Hardcover,,en,,Weight: 0.45635688234 Pounds,0.0,https://images.isbndb.com/covers/64/22/9780860686422.jpg,Success,29.0,11.6
0-393-02297-8,For Sylvia: An Honest Account,"Ackland, Valentine",W W Norton & Co Inc,160.0,1986,,Hardcover,By Valentine Ackland ; Foreword By Bea Howe.,en,First American Edition,"Height: 9.8425 Inches, Length: 7.874 Inches, Weight: 0.72091159674 Pounds, Width: 0.59055 Inches",25.01,https://images.isbndb.com/covers/29/71/9780393022971.jpg,Success,24.0,11.6
0-394-70779-6,Circles on the Water,"Piercy, Marge",Knopf,299.0,1982-05-12,"Poetry--Women authors, Poetry as Topic, Women, PS3566.I4 A6 1982",Paperback,More Than 150 Poems From Her Seven Books Of Poetry Written Between 1963 And 1982. Poems From: Breaking Camp-- Hard Loving-- Telling-- To Be Of Use-- Living In The Open-- The Twelve-spoked Wheel Flashing-- The Moon Is Always Female Plus Seven New Poems.,en,1,"Height: 9.23 Inches, Length: 6.17 Inches, Weight: 1.15 Pounds, Width: 0.83 Inches",22.5,https://images.isbndb.com/covers/77/92/9780394707792.jpg,Success,58.0,11.6
0-932194-15-X,Adult Children of Alcoholics,"Woititz, Janet G.","Health Communications, Incorporated",106.0,1983,"Psychology &amp; Psychiatry, General",Paperback,,en,First Thus,"Height: 8.499983 Inches, Length: 5.499989 Inches, Weight: 0.4 Pounds, Width: 0.6999986 Inches",1.85,https://images.isbndb.com/covers/41/52/9780932194152.jpg,Success,52.0,11.6
0-9615875-5-5,Spiritual Dimensions of Healing Addictions,"Donna Cunningham, Andrew Ramer",Cassandra Pr,176.0,1988,,Paperback,,en,First Edition,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.54895103238 Pounds, Width: 0.5 Inches",9.95,https://images.isbndb.com/covers/75/50/9780961587550.jpg,Success,52.0,11.6
0-06-060788-2,When Helping You Is Hurting Me,"Berry, Carmen Renee",Harpercollins,130.0,1988,,Hardcover,,en,First Edition,Weight: 0.7 Pounds,0.0,https://images.isbndb.com/covers/78/83/9780060607883.jpg,Success,33.0,11.6
0-06-016102-7,Don't Blame Mother: Mending the Mother-Daughter Relationship,"Caplan, Paula J.",HarperCollins,258.0,1989,"Mothers and daughters, Women--Psychology, Motherhood--Psychological aspects, Intergenerational relations, HQ755.85 .C355 1989, 306.8/743",Hardcover,Paula J. Caplan. Includes Index. Bibliography: P. 231-248.,en,First Edition,Weight: 1.27 Pounds,17.95,https://images.isbndb.com/covers/10/26/9780060161026.jpg,Success,34.0,11.6
0-934411-18-2,The Contactees Die Young,"Azolakov, Antoinette",Edward William Pub Co,160.0,1989,,Paperback,Antoinette Azolakov. Also Issued Online.,en,First Edition,Weight: 0.85 Pounds,8.95,https://images.isbndb.com/covers/11/89/9780934411189.jpg,Success,81.0,11.6
0-934834-16-4,Alfonsina Storni: Selected Poems (Secret Weavers Series),"Storni, Alfonsina",White Pine Press,63.0,1995-01-01,,Paperback,,en,,"Height: 8.4 Inches, Length: 5.5 Inches, Weight: 0.27998707274 Pounds, Width: 0.2 Inches",14.0,https://images.isbndb.com/covers/41/62/9780934834162.jpg,Success,57.0,11.6
1-55874-014-7,Children of Trauma: Rediscovering Your Discarded Self,"Middelton-Moz, Jane",Hci,204.0,1989-06-01,,Paperback,"<p>Imagine what it would be like to become the healthiest person you could be.....</p>
<p>This is the inherent right of each individual but when lingering emotional trauma from our childhood blocks the normal developmental process, we get struck. As each of us strives to become the healthiest person we possibly can, we will have to come face-to-face with emotional fears that may be the result of traumatic childhoods. Although that journey may be paved with the paid of unresolved grief and unrecognized loss, this book will serve as the map to guide you and help you rediscover your discarded self...</p>
<p>...the best self you were always meant to be.</p>",en,1,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.6503636729 Pounds, Width: 0.46 Inches",10.39,https://images.isbndb.com/covers/01/43/9781558740143.jpg,Success,100.0,11.6
0-670-80985-3,Haunted House,"Brown, Rebecca",Viking Adult,196.0,1987-01-14,,Hardcover,,en,1,"Height: 20 Inches, Length: 20 Inches, Width: 20 Inches",0.0,https://images.isbndb.com/covers/98/51/9780670809851.jpg,Success,26.0,11.6
0-394-84770-4,,,,,,,,,,,,,,Error,58.0,11.6
1-55874-020-1,Gentle Reminders for Co-Dependents: Daily Affirmations,"Chandler, Mitzi",Hci,380.0,1989-06-01,,Paperback,"<p>mitzi Chandler Takes The Co-dependent And Adult Child Through The Year With Each Day Bringing A New Quotation To Ponder, A Message Of Hope And A Positive Affirmation To Carry You Through The Day. This Book Is For Those In Recovery Who Seek To Enjoy The Miracle Each Day Brings.<p></p>",en,,"Height: 6 Inches, Length: 4 Inches, Weight: 0.50044933474 Pounds, Width: 0.86 Inches",9.95,https://images.isbndb.com/covers/02/04/9781558740204.jpg,Success,100.0,11.6
0-932379-61-3,Metamorphosis: Reflections on Recovery,"McDaniel, Judith",Firebrand Books,64.0,1989-05-01,,Paperback,By Judith Mcdaniel.,en,,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.2 Pounds, Width: 0.25 Inches",7.95,https://images.isbndb.com/covers/96/10/9780932379610.jpg,Success,24.0,11.6
0-932379-61-3,Metamorphosis: Reflections on Recovery,"McDaniel, Judith",Firebrand Books,64.0,1989-05-01,,Paperback,By Judith Mcdaniel.,en,,"Height: 8.5 Inches, Length: 5.75 Inches, Weight: 0.2 Pounds, Width: 0.25 Inches",7.95,https://images.isbndb.com/covers/96/10/9780932379610.jpg,Success,25.0,11.6
0-06-250163-1,Leaving the Enchanted Forest: The Path from Relationship Addiction to Intimacy,"Beckett, Liana",HarperOne,208.0,1988-11-02,"Compulsive behavior, Women, Psychology, Intimacy (Psychology), Compulsive Behavior, Socialization, Codependency, Interpersonal Relations, Sexual Behavior, Relationship addiction",Paperback,"<p>Advice and step-by-step guidelines for those seeking to recover from addictive relationships.</p>


                        <p>A guide to recovery for those who want to understand the nature of addictive relationships.
</p>",en,Illustrated,"Height: 9.25 Inches, Length: 6.12 Inches, Weight: 0.57761112644 Pounds, Width: 0.47 Inches",14.99,https://images.isbndb.com/covers/16/39/9780062501639.jpg,Success,32.0,11.6
0-89594-354-9,The New Healing Yourself: Natural Remedies for Adults and Children,"Gardner-Gordon, Joy",Crossing Pr,260.0,1989-04-01,"Complementary Therapies, Diet Therapy, Vitamins--therapeutic use, Phytotherapy, Plants, Medicinal, Naturopathy, Self-care, Health, Herbs--Therapeutic use, Traditional medicine, Medicine, Popular, Vitamin therapy, RA776.95 .G37 1989, WB 935 G226n 1989, 613",Paperback,Health And Natural Healing -- Common Ailments And Treatments -- Remedies For Infants And Children -- Eliminating Toxins -- Vitamins And Minerals. By Joy Gardner. Rev. Ed. Of: Healing Yourself. 7th Rev. Ed. C1982. Includes Index. Bibliography: P. 259-260.,en,7th,"Height: 9 Inches, Length: 6 Inches, Weight: 0.9 Pounds, Width: 0.75 Inches",12.95,https://images.isbndb.com/covers/35/45/9780895943545.jpg,Success,80.0,11.6
0-312-02875-X,The Body's Memory,"Stewart, Jean",St Martins Pr,276.0,1989,,Hardcover,,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 0.95 Pounds, Width: 1.25 Inches",0.0,https://images.isbndb.com/covers/87/56/9780312028756.jpg,Success,95.0,11.6
0-941483-40-1,Fatal Reunion (Detective Inspector Carol Ashton Mystery),"McNab, Claire",Naiad Pr,175.0,1989,"Fiction, Mystery & Detective",Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.6 Pounds, Width: 0.5 Inches",11.95,https://images.isbndb.com/covers/34/07/9780941483407.jpg,Success,76.0,11.6
0-06-091511-0,Hope: New Choices and Recovery Strategies for Adult Children of Alcoholics,"Marlin, Emily",HarperCollins,304.0,1988,,Paperback,,en,Reprint,Weight: 0.000625 Pounds,24.0,https://images.isbndb.com/covers/51/17/9780060915117.jpg,Success,32.0,11.6
3 2 4 7 4 0 9,,,,,,,,,,,,,,Error,36.0,11.6
0-8147-5441-4,The Neurotic Woman: The Role of Gender in Psychiatric Illness,"Miles, Agnes",New York University Press,224.0,1988-03-01,"Women--psychology, Sociology, Medical, Neurotic Disorders--therapy, Neurotic Disorders--etiology, Women--Mental health, Neuroses--Social aspects, RC451.4.W6 M55 1988, WM 170 M643n 1988, 616.85/2/0088042, 616.85/2/00880/42",Hardcover,Agnes Miles. Includes Index. Bibliography: P. 155-163.,en,,"viii, 168 p. ; 23 cm.",1.99,https://images.isbndb.com/covers/44/12/9780814754412.jpg,Success,66.0,11.6
0-06-255497-2,Keep Coming Back: The Spiritual Journey of Recovery in Overeaters Anonymous,"L., Elisabeth",HarperCollins,128.0,1989,"Eating disorders--Popular works, RC552.E18 L19 1989, 616.85/2",Paperback,Elisabeth L. A Harper/hazelden Book. Includes Index. Bibliography: P. 123-124.,en,First Edition,Weight: 0.3 Pounds,7.95,https://images.isbndb.com/covers/49/70/9780062554970.jpg,Success,33.0,11.6
0-89594-358-1,MotherWit: A Guide to Healing and Psychic Development,"Mariechild, Diane",Crossing Press,200.0,1989-04-01,,Paperback,,en,Revised,"Height: 9 Inches, Length: 6 Inches, Weight: 0.7 Pounds, Width: 0.5 Inches",1.99,https://images.isbndb.com/covers/35/83/9780895943583.jpg,Success,79.0,11.6
0-2927-4655-5,Ruth Benedict: Stranger in This Land (American Studies Series),"Caffrey, Margaret M.",University of Texas Press,448.0,1989,"Benedict, Ruth , 1887-1948, Anthropologists, Anthropologists--United States--Biography, Ethnology, GN21.B45 C34 1989, 306/.092/4 B",Hardcover,"<p>Poet, anthropologist, feminist—Ruth Fulton Benedict was all of these and much more. Born into the last years of the Victorian era, she came of age during the Progressive years and participated in inaugurating the modern era of American life. Ruth Benedict: Stranger in This Land provides an intellectual and cultural history of the first half of the twentieth century through the life of an important and remarkable woman.<br>
 As a Lyricist poet, Ruth Benedict helped define Modernism. As an anthropologist, she wrote the classic Patterns of Culture and at one point was considered the foremost anthropologist in the United States—the first woman ever to attain such status. She was an intellectual and an artist living in a time when women were not encouraged to be either. In this fascinating study, Margaret Caffrey attempts to place Benedict in the cultural matrix of her time and successfully shows the way in which Benedict was a product of and reacted to the era in which she lived.<br>
 Caffrey goes far beyond providing simple biographical material in this well-written interdisciplinary study. Based on exhaustive research, including access for the first time to the papers of Margaret Mead, Benedict's student and friend, Caffrey is able to put Benedict's life clearly in perspective. By identifying the family and educational influences that so sharply influenced Benedict's psychological makeup, the author also closely analyzes the currents of thought that were strong when Victorianism paralleled the Modernism that figured in Benedict's life work. The result is a richly detailed study of a gifted woman.<br>
 This important work will be of interest to students of Modernism, poetry, and women's studies, as well as to anthropologists.</p>",en,First Edition,"Height: 9.75 Inches, Length: 6.5 Inches, Weight: 1.9510910187 Pounds, Width: 1.25 Inches",1.99,https://images.isbndb.com/covers/65/58/9780292746558.jpg,Success,85.0,11.6
0-06-255484-0,"Strong Choices, Weak Choices: The Challenge of Change in Recovery","Rosellini, Gayle, Worden, Mark",HarperCollins,144.0,1988,,Paperback,,en,Unabridged Version,Weight: 0.44 Pounds,7.95,https://images.isbndb.com/covers/48/40/9780062554840.jpg,Success,34.0,11.6
0-941483-36-3,The Bee's Kiss,Shirley Verel,Naiad Pr,175.0,1989-04-01,"PR6072.E58 B4 1989, 823/.914",Paperback,By Shirley Verel.,en,1,"Height: 7.4803 Inches, Length: 5.59054 Inches, Weight: 0.5 Pounds, Width: 0.51181 Inches",8.95,https://images.isbndb.com/covers/33/60/9780941483360.jpg,Success,74.0,11.6
0-89255-135-6,A Medieval Woman's Mirror of Honor: The Treasury of the City of Ladies,"Christine de Pisan, Charity Cannon Willard, Madeleine Pelner Cosman",Persea,272.0,2001-05-17,"Women--Conduct of life, Women--Conduct of life--Early works to 1800, Imaginary conversations, Women--History--Early works to 1800, Feminism--Early works to 1800, PQ1575 .L6913 1989, 248.8/43",Paperback,"Christine De Pizan's Well-tempered Feminism -- Christine De Pizan's Advice To Women -- The First Chapter, Which Tells How The Virtues, By Whose Command Christine Had Composed And Compiled The Book Of The City Of Ladies, Appeared Once More And Commissioned Her To Write This Present Book -- Wherein It Tells How The Three Virtues Exhort All Princesses And Great Ladies To Come To Their College, Where The First And Basic Teaching Is To Love And Fear Our Lord -- Wherein The Sort Of Temptations Which Can Assail A Great Princess Are Described -- Which Tells How The Good Princess Who Loves And Fears Our Lord Can Resist Temptation Through Divine Inspiration -- Where The Helpful Advice And Knowledge Which Come To A Good Princess Through The Love And Fear Of Our Lord Are Set Forth -- Which Describes The Two Holy Ways, The Contemplative And The Active -- Here Is Set Forth The Way The Good Princess, Counseled By God, Will Decide To Follow -- Which Shows How The Good Princess Wishes To Attract Virtue To Her -- Wherein It Is Explained How The Good And Wise Princess Will Attempt To Make Peace Between The Prince And His Barons If There Is Any Difficulty Between Them -- Which Speaks Of The Paths Of Devout Charity Which Are To Be Followed By A Good Princess -- Which Begins To Expound The Moral Teachings Which Worldly Prudence Will Give The Princess -- Wherein Is Described The Lifestyle Of The Wise Princess According To The Admonitions Of Prudence. Christine De Pizan ; Translated, With An Introduction By Charity Cannon Willard ; Edited, With An Introduction By Madeleine Pelner Cosman. Translation Of: Le Livre Des Trois Vertues. Bibliography: P. 261-266.",en,1,"Height: 8 Inches, Length: 5.3 Inches, Weight: 0.65 Pounds, Width: 0.8 Inches",11.35,https://images.isbndb.com/covers/13/54/9780892551354.jpg,Success,90.0,11.6
0-312-02934-9,Jean Stafford (Vermilion Books),"Roberts, David",St. Martin's Griffin,,1989-05-15,,Paperback,,en,First Paperback Edition,"Height: 10 Inches, Length: 7 Inches, Weight: 1.68 Pounds, Width: 2 Inches",14.95,https://images.isbndb.com/covers/93/40/9780312029340.jpg,Success,95.0,11.6
0-89486-538-2,Abstinence in Action: Food Planning for Compulsive Eaters,"McFarland, Barbara, Erb, Anne Marie",Hazelden,,1989,"Compulsive eating, Eating disorders, Compulsive eating--Treatment, Feeding and Eating Disorders--therapy, Compulsive eaters--Nutrition, Compulsive Behavior, Feeding and Eating Disorders, RC552.C65 M249 1990, WM 175 M143 1989, 616.85/260654",Paperback,"Barbara Mcfarland, Anne Marie Erb. Includes Bibliographical References (p. 181) And Index.",en,,"Height: 9.5 Inches, Length: 7.5 Inches, Weight: 1.15 Pounds, Width: 0.5 Inches",16.95,https://images.isbndb.com/covers/53/81/9780894865381.jpg,Success,33.0,11.6
0-201-02205-2,Simone Weil: A modern pilgrimage (Radcliffe biography series),"Coles, Robert",Addison-Wesley,179.0,1987,,Hardcover,,en,,Weight: 1.10231131 Pounds,0.0,https://images.isbndb.com/covers/20/56/9780201022056.jpg,Success,89.0,11.6
1-55540-216-1,,,,,,,,,,,,,,Error,79.0,11.6
0-89594-335-2,How Could You?: Mothers Without Custody Of Their Children,Harriet Edwards,Crossing Pr,212.0,1989,"Absentee mothers--Attitudes, Absentee mothers--United States--Attitudes, Custody of children, Custody of children--United States, HQ759.3 .E38 1989, 306.8/743",Paperback,Harriet Edwards. Bibliography: P. 175-203.,en,,212 p. ; 23 cm.,12.95,https://images.isbndb.com/covers/33/54/9780895943354.jpg,Success,80.0,11.6
0-042396-53-7,,,,,,,,,,,,,,Error,57.0,11.6
0-86091-922-6,Female Spectactors: Looking at Film and Television,"Pribram, Deidre",Verso,206.0,1988-12-17,"Feminist films, Feminism and motion pictures, Motion picture audiences, Women in motion pictures, Television and women, Television viewers, Women on television, Women's television programs, Motion pictures and women, PN1995.9.W6 F44 1988, 791.4/088042",Paperback,"Feminist Thinking On Cinema Has Been Dominated By Approaches Which Emphasize How Meanings Are Produced In Films, And How This Process Hinges On Sexual Differences And Prileges The Masculine. The Essays In This Collection Have Been Written By Feminist Film-makers And Theorists On Both Sides Of The Atlantic. Together, They Provide A Picture Of Feminist Film Criticism In Teh 1980s, Perspective Readings Of Individual Films And Tv Programs, And Insights From Women In The Business Of Making Films Today.--adapted From Book Jacket. Feminist Film Theory : Mildred Pierce And The Second World War / Linda Williams -- Looking Through 'rear Window' : Hitchcock's Traps And Lures Of Heterosexual Romance / Jeanne Allen -- Women's Film Production : Going Mainstream / Michelle Citron -- Pleasurable Negotiations / Christine Gledhill -- The Color Purple : Black Women As Cultural Readers / Jacqueline Bobo -- Gazes/voices/power : Expanding Psychoanalysis For Feminist Film And Television Theory / Jackie Byars -- Whose Imaginary? The Televisual Apparatus, The Female Body And Textual Strategies In Select Rock Videos On Mtv / E. Ann Kaplan -- Black Women Film-makers Defining Ourselves : Feminism In Our Own Voice / Alile Sharon Larkin -- Aesthetic And Feminist Theory : Rethinking Women's Cinema / Teresa De Lauretis. Edited By E. Deidre Pribram. Bibliography: P. 196-197.",en,1,"Height: 9.25 Inches, Length: 6.25 Inches, Weight: 0.8487797087 Pounds, Width: 0.75 Inches",19.0,https://images.isbndb.com/covers/92/23/9780860919223.jpg,Success,82.0,11.6
0-89594-348-4,Shy: A Novel,"Killian, Kevin",Crossing Pr,175.0,1989,,Paperback,,en,First Edition,Weight: 0.65 Pounds,8.95,https://images.isbndb.com/covers/34/84/9780895943484.jpg,Success,68.0,11.6
0-06-016067-5,The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,"Lerner, Harriet",Harpercollins,255.0,1989,"PR6054.A354 W67 1989, 823/.914",Hardcover,"Focuses On The Anxiety That Is Born Of Unhappy Relationships--with A Loved One, Best Friend, Or Family Member--and Offers Advice On How To Improve Relations",en,First Edition,"Height: 11.11 Inches, Length: 6.11 Inches, Weight: 1.05 Pounds, Width: 1.11 Inches",0.0,https://images.isbndb.com/covers/06/78/9780060160678.jpg,Success,34.0,11.6
0-88961-127-0,Never Too Thin,"Szekely, Eva",Women's Press (CA),216.0,1990,"Anorexia nervosa--Social aspects, Bulimia--Social aspects, Women--Socialization, Leanness--Psychological aspects, RC552.A5 S94 1988, 616.8/52",Paperback,Szekely argues that anorexia and bulimia should be understood as rational responses to social and political structures and not as individual psychological problems.,en,First Edition,"Height: 8.5 Inches, Length: 5.53 Inches, Weight: 0.65 Pounds, Width: 0.59 Inches",19.95,https://images.isbndb.com/covers/12/76/9780889611276.jpg,Success,72.0,11.6
