0-8070-3619-6,Engendering Judaism: An Inclusive Theology and Ethics,"Adler, Rachel",Beacon Press,304,9/10/1999,,Paperback,,en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 0.91 Pounds, Width: 0.75 Inches",0,https://images.isbndb.com/covers/61/98/9780807036198.jpg,Success,136,22.3.4
1-875559-78-7,I Started Crying Monday,"Kelly, Laurene",Spinifex Press,119,4/28/1999,,Paperback,,en,,"Height: 8 Inches, Length: 5 Inches, Weight: 0.22707612986 Pounds, Width: 0.39 Inches",10.95,https://images.isbndb.com/covers/97/87/9781875559787.jpg,Success,102,22.3.4
1-56280-254-2,The Call,Lisa Shapiro,Naiad Pr,256,1999,,Paperback,,en,,,11.95,https://images.isbndb.com/covers/25/47/9781562802547.jpg,Success,89,22.3.4
0-8109-2795-0,Edith Wharton: An Extraordinary Life: An Illustrated Biography,"Dwight, Eleanor",Harry N. Abrams,296,9/1/1999,,Paperback,,en,First Edition,"Height: 10.25 Inches, Length: 9 Inches, Weight: 2.4 Pounds, Width: 1 Inches",19.95,https://images.isbndb.com/covers/79/57/9780810927957.jpg,Success,132,22.3.4
1-57344-088-4,The Whole Lesbian Sex Book: A Passionate Guide For All Of Us,Felice Newman,Cleis Press,200,1999,,Paperback,,en,1,,24.95,https://images.isbndb.com/covers/08/82/9781573440882.jpg,Success,93,22.3.4
0-9648736-2-1,The Two of Us: Forbidden Tales of the French Erotique,"Dunan, Renne",Pythia Pr,226,1999,,Hardcover,,en,1st ed,"Height: 9.5 Inches, Length: 6.5 Inches, Weight: 1.25002102554 Pounds, Width: 1 Inches",36.74,https://images.isbndb.com/covers/36/29/9780964873629.jpg,Success,112,22.3.4
0-385-49635-4,Stigmata: A Novel,"Perry, Phyllis Alesia",Anchor,252,9/14/1999,,Paperback,"<p>Following in the footsteps of Toni Morrison and the early Alice Walker, Pulitzer Prize-winning newspaper editor Phyllis Alsesia Perry makes her fiction debut with a stunningly assured novel about a young girl who is brought to the brink of madness by the physical manifestations of past lives. Lizzie DuBose is 14 years old in 1974 when she inherits a mysterious trunk from a grandmother she has never met. In the trunk is a diary and a hand-stitched quilt that bring much of her family's troubled history to light, from her ancestor Ayo's passage to America aboard a slave ship to the traumatic secret that forced her grandmother Grace to abandon her children in Alabama. Gradually the past comes to life for Lizzie in dreams, visions, and the livid stigmata of slavery -- wounds like those made by iron manacles that appear on her wrists and ankles. But are Lizzie's wounds self-inflicted or the result of possession by the unquiet spirits of her ancestors?</p><h3>Emerge</h3><p>Strikingly well conceived and well written...engaging from the opening page to its conclusion. Perry weaves the multiple dimensions of history, slavery, and sanity into a coherent and readable whole.</p>",en,Reprint,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.48 Pounds, Width: 0.75 Inches",15,https://images.isbndb.com/covers/63/53/9780385496353.jpg,Success,135,22.3.4
0-8223-2189-0,"The Brazilian Photographs of Genevieve Naylor, 1940-1942","Levine, Robert M.",Duke University Press Books,144,3/13/1998,,Paperback,"In the early 1940s, as the conflict between the Axis and the Allies spread worldwide, the U.S. State Department turned its attention to Axis influence in Latin America. To cultivate the region's support for the Allies while portraying Brazil and its neighbors as dependable wartime partners, the State Department created the Office of Inter-American Affairs, with Nelson Rockefeller in charge. Genevieve Naylor, a photojournalist previously employed by the Associated Press and the WPA, was sent to Brazil in 1940 by Rockefeller's agency to provide photographs for propaganda. Often balking at her mundane assignments, an independent-minded Naylor produced something far different and far more rich - a stunning collection of over a thousand images that document a rarely seen period in Brazilian history. Accompanied by analysis from Robert M. Levine, this selection of Naylor's photographs offers a unique view of everyday life during one of modern Brazil's least-examined decades.",en,First Edition,"Height: 12.25 Inches, Length: 9 Inches, Weight: 1.75047036028 Pounds, Width: 0.5 Inches",29.95,https://images.isbndb.com/covers/18/97/9780822321897.jpg,Success,83,22.3.4
0-380-97698-6,A Woman Like That: Lesbian and Bisexual Writers Tell Their Coming Out Stories,"Larkin, Joan",William Morrow,352,10/5/1999,,Hardcover,Edited By Joan Larkin.,en,First Edition,"Height: 9.5 Inches, Length: 6.25 Inches, Weight: 1.55 Pounds, Width: 1 Inches",24,https://images.isbndb.com/covers/69/80/9780380976980.jpg,Success,133,22.3.4
0-8129-3247-1,"Conquering the Beast Within: How I Fought Depression and Won . . . and How You Can, Too","Irwin, Cait",Three Rivers Press,120,9/8/1999,,Paperback,,en,,"Height: 9.03 Inches, Length: 6 Inches, Weight: 0.50044933474 Pounds, Width: 0.31 Inches",0,https://images.isbndb.com/covers/24/78/9780812932478.jpg,Success,152,22.3.4
0-312-97000-5,Fighting Fire,"Paul, Caroline",St. Martin's Paperbacks,272,6/15/1999,,Mass Market Paperback,,en,,"Height: 6.7499865 Inches, Length: 4.2499915 Inches, Weight: 0.29982867632 Pounds, Width: 0.6870065 Inches",6.99,https://images.isbndb.com/covers/00/00/9780312970000.jpg,Success,156,22.3.4
0-9638183-8-4,Ordinary Words (Paris Press),"Stone, Ruth",Paris Press,96,2/1/2000,,Paperback,,en,First Edition,"Height: 9.02 Inches, Length: 6.05 Inches, Weight: 0.34 Pounds, Width: 0.33 Inches",14.95,https://images.isbndb.com/covers/83/86/9780963818386.jpg,Success,99,22.3.4
0-253-21309-6,Women in Sub-Saharan Africa : Restoring Women to History (Restoring Women to History),"Iris Berger, E. Frances White",Indiana University Press,232,7/1/1999,"Women--History, Women--Africa, Sub-Saharan--History, HQ1787 .B47 1999, 305.4/0967",Paperback,"<p>""These four volumes in this major series... provide a single-source reference to the status of the field of women's history and to ways that the field can be expanded.... A basic set for all academic libraries."" —Library Journal Academic Newswire</p>
<p>Berger and White focus on Sub-Saharan Africa, tracing women's history from earliest times to the present. By exploring their place in social, economic, political, and religious life, the authors highlight the changing societal position of women through shifts over time in ideas about gender and the connections between women's public and private spheres.</p>",en,First Edition,"Height: 9 Inches, Length: 6 Inches, Weight: 0.7605948039 Pounds, Width: 0.49 Inches",15.95,https://images.isbndb.com/covers/30/99/9780253213099.jpg,Success,123,22.3.4
0-930395-31-X,"Maida H. Solomon, Pioneer Psychiatric Social Worker",Anne Sugarman Evans,Biblio Pr,,1999,Literary Collections,Hardcover,,en,,,55.01,https://images.isbndb.com/covers/53/15/9780930395315.jpg,Success,91,22.3.4
0-385-33444-3,Under a Wing: A Memoir,"Lindbergh, Reeve",Delta,224,9/7/1999,,Paperback,,en,1st Thus.,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.44 Pounds, Width: 0.75 Inches",15,https://images.isbndb.com/covers/44/40/9780385334440.jpg,Success,136,22.3.4
0-380-80632-0,Woman to Woman: A Handbook for Women Newly Diagnosed with Breast Cancer,"Schnipper LICSW, Hester Hill, Berns, Joan Feinberg",Wholecare,146,10/15/1999,,Paperback,"<p>No woman wants to hear the diagnosis of breast cancer. But now the voices of experience—women who have survived breast cancer-come together in this book to help you cope with the disturbing news and the emotions that go with it. Here are compassionate thoughts and advice from survivors aimed at making the first steps on your journey to recovery a positive one. Realizing that you are suddenly faced with overwhelming decisions and important choices, your ""sisters"" in the breast cancer experience offer the help you need when you are first diagnosed, as well as essential information on taking the next steps to recovery.</p>
<p><i>Woman to Woman</i> provides the essential information you're looking for, including how to find the right doctor and understand the treatment options available to you. It also gives important tips concerning:</p>
<p>How to take care of yourself emotionally</p>
<p>How to make informed decisions about surgery, radiation,chemotherapy, and drugs such as tarnoxifen</p>
<p>Where to get help when you need it</p>
<p>0 Planning your hospital stay</p>
<p>Where to look for support during your recovery</p>
<p>Sharing your feelings with your partner</p>
<p>Single women's concerns</p>
<p>Family considerations, including children,from pre-school to adult</p>
<p>And much more!</p>
<p>Author Biography: JOAN FEINBERG BERNS, Ph.D., earned a doctorate in English and American Literature from Brandeis University, where she previously taught. She was also on the School of Public Health. A breast cancer survivor, she works to help women newly diagnosed with the disease. AUTHOR HOME: Concord, MA</p>


                        <p>""Survivors of breast cancer offer warm, practical advice, essential information, and reassurance to women newly diagnosed.""
</p>",en,2nd,"Height: 8 Inches, Length: 5.5 Inches, Width: 0.5 Inches",12,https://images.isbndb.com/covers/63/24/9780380806324.jpg,Success,133,22.3.4
0-15-100417-X,Twinship: A Novel by the Author of Ex Utero,"Foos, Laurie",Houghton Mifflin Harcourt,262,9/22/1999,"PS3556.O564 T95 1999, 813/.54",Hardcover,Laurie Foos.,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 1 Pounds, Width: 1.5 Inches",0,https://images.isbndb.com/covers/41/71/9780151004171.jpg,Success,142,22.3.4
0-375-50340-4,When All Hell Breaks Loose: A Novel,"Spencer, Camika",Villard,256,9/2/1999,,Hardcover,A Black Family Unites When Trouble Strikes Both Son And Daughter. The Son Discovers His Fiancée Is A Lesbian And The Daughter That Her Beau Is A Rotter. Camika Spencer.,en,First Edition,"Height: 9.75 Inches, Length: 6.25 Inches, Weight: 1.1 Pounds, Width: 1 Inches",19.95,https://images.isbndb.com/covers/34/05/9780375503405.jpg,Success,153,22.3.4
1-56280-262-3,Seventh Heaven: Cassidy James Mystery,Kate Calloway,Naiad Pr,224,1999,,Paperback,,en,First Edition,"Height: 8.5 Inches, Length: 0.5 Inches, Weight: 1.9 Pounds, Width: 5.5 Inches",11.95,https://images.isbndb.com/covers/26/22/9781562802622.jpg,Success,98,22.3.4
1-56947-179-7,Moghul Buffet (Soho Crime),"Benard, Cheryl",Soho Crime,272,7/1/2003,,Paperback,"<p>an American Businessman Visiting Peshawar, Pakistan, Vanishes From His Hotel Room. The Only Clue Is An Enigmatic Message In Blood Scrawled On The Coke Machine. A Series Of Murders Follows. But In A Country Where Half The Population Is Hidden Beneath Chadors, Tracking A Murderer Can Be Difficult.<br> A Satire On Islamic Society And Its Treatment Of Women. Presented As A Murder Mystery, It Features A Pakistani Detective And An American Woman Journalist Searching For Her Missing Brother, A Salesman Of Prefabricated Houses.<br><i>synopsis Copyright Fiction Digest</i> [an] Exotic And Mordantly Amusing Mystery.-people, Page-turner Of The Week Cheryl Benard Is The Author Of Many Nonfiction Books; She Lives In Austria And Maryland.</p><h3>publishers Weekly</h3><p>both A Wickedly Funny Cross-cultural Comedy Of Errors And An Edgy Murder Mystery, Benard's Lively Debut Begins With The Disappearance Of Timid, Pudgy U.s. Businessman Micky Malone In Peshawar, An Ultraconservative, Crime-ridden Pakistani Backwater On The Afghan Border. As Other Corpses Pile Up (victims Include A Pakistani Banker, A Closeted Gay Indian Movie Star And An Anti-american Islamic Fundamentalist Publisher), Dogged But Inept Detective Iqbal Stumbles From Suspect To Suspect. Bernard Choreographs A Series Of Comic Misunderstandings (between East And West, Men And Women), Training Withering Irony On A Range Of Characters: Mara Blake, An Earnest American Refugee-camp Worker Reeling From Her Failed Marriage To A Wealthy Pakistani; The Maulana, A Self-righteous Islamic Fundamentalist Televangelist; Fatima, His Young Housemaid And Pregnant Sex-slave; And The Maulana's Nephew And Chauffeur, Mushahed, A Leftist Economics Student In Love With Fatima. Even If The Comedy Occasionally Sputters With Indignation, Benard Nimbly Swings From Farce To Social Satire, Describing With Devastating Wit And Fiery Feminist Passion Pakistani Sexism, Censorship, Corruption And Human Rights Abuses. (may)</p>",en,First Edition,"Height: 7.48 Inches, Length: 5.07 Inches, Weight: 0.95 Pounds, Width: 0.66 Inches",13,https://images.isbndb.com/covers/17/91/9781569471791.jpg,Success,108,22.3.4
0-374-52618-4,Equal Justice Under Law: An Autobiography,"Motley, Constance Baker","Farrar, Straus and Giroux",288,9/10/1999,,Paperback,"A Civil Rights Lawyer Who Became The First African American Female Federal Judge, Describes Her Career, Including Working With Thurgood Marshall's Naacp Legal Team",en,Edition Unstated,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.9 Pounds, Width: 0.6909435 Inches",22,https://images.isbndb.com/covers/61/84/9780374526184.jpg,Success,139,22.3.4
0-312-19832-9,Baby Precious Always Shines: Selected Love Notes Between Gertrude Stein and Alice B. Toklas,"Stein, Gertrude, Toklas, Alice B.",St Martins Pr,165,1999,"Stein, Gertrude , 1874-1946, Toklas, Alice B, Women authors, American, Women authors, American--20th century--Correspondence, Lesbians, Lesbians--United States--Correspondence, Lesbians--France--Correspondence, Love-letters, PS3537.T323 Z465 1999, 818/.5209 B",Hardcover,"<p>Off and on, during the entire period they were together, Gertrude and Alice wrote each other little love notes. Calling her ""wifey"" and most often addressing her as ""baby precious,"" Stein scribbled her love for Toklas in quick moments of unselfconscious desire, notes that are small but significant testimonies to her long-lived love. And on occasion, Toklas penned or typed letters back to her ""husband.""</p>
<p>These notes are brief, mantra-like enticements: tender, beseeching, caring and confessing, funny and game, sexually-charged and sincere, quotidian and queer, but always passionate. Each one marks the pleasures—infrequently, the pains—of married love. When fitted together, the notes create a tantalizing mosaic of a marriage between two women that was built to last.</p>",en,First Edition,"Height: 9.5 Inches, Length: 5.25 Inches, Weight: 0.6503636729 Pounds, Width: 0.5 Inches",17.95,https://images.isbndb.com/covers/83/29/9780312198329.jpg,Success,156,22.3.4
0-679-44261-8,Those Bones Are Not My Child: A novel,"Bambara, Toni Cade, Estate of Toni Cade Bambara",Pantheon,688,9/28/1999,"African Americans, African Americans--Georgia--Atlanta--Fiction, Domestic fiction, PS3552.A473 T47 1999, 813/.54",Hardcover,"Those Bones Are Not My Child is the novel that Toni Cade Bambara worked on for twelve years until her death in 1995 - a story that puts us at the center of the nightmare of the Atlanta child murders.. ""It was called ""The City Too Busy To Hate,"" but two decades ago more than forty black children were murdered there with grim determination, their bodies found - in ditches, on riverbanks- strangled, beaten, and sexually assaulted.. ""On Sunday morning, July 20, 1980, Marzala Rawls Spencer awakens to find that her teenage son has gone missing, even as the Atlanta child abductions are beginning to be reported. As she and her estranged husband frantically search for their son, the story moves with authority through the full spectrum of Atlanta's political, social, and cultural life, illuminating the vexing issues of race and class that bedevil the city.",en,First Edition,"Height: 10 inches, Length: 6.5 inches, Weight: 2.1495070545 Pounds, Width: 1.75 inches",27.5,https://images.isbndb.com/covers/26/15/9780679442615.jpg,Success,152,22.3.4
0-375-50020-0,Women,Susan Sontag,Random House,248,10/19/1999,Photography Of Women,Hardcover,"<p>The photographs by Annie Leibovitz in Women, taken especially for the book, encompass a broad spectrum of subjects: a rap artist, an astronaut, two Supreme Court justices, farmers, coal miners, movie stars, showgirls, rodeo riders, socialites, reporters, dancers, a maid, a general, a surgeon, the First Lady of the United States, the secretary of state, a senator, rock stars, prostitutes, teachers, singers, athletes, poets, writers, painters, musicians, theater directors, political activists, performance artists, and businesswomen. ""Each of these pictures must stand on its own,"" Susan Sontag writes in the essay that accompanies the portraits. ""But the ensemble says, So this what women are now — as different, as varied, as heroic, as forlorn, as conventional, as unconventional as this.""</p>",en,1,"Height: 12.8 Inches, Length: 10.1 Inches, Weight: 4.25 Pounds, Width: 1.02 Inches",75,https://images.isbndb.com/covers/02/06/9780375500206.jpg,Success,153,22.3.4
0-684-85444-9,MARCHLANDS: A Novel,"Kuban, Karla",Scribner,272,6/7/1999,,Paperback,"Living on a thousand-acre sheep ranch, fifteen-year-old Sophie Behr can ride for hours and not see another person; her closest companion, her horse, Pablo. And Sophie often roams to think - about Demetrio, the Mexican ranch hand who helped make the baby growing inside her; about her mother and Aunt Alice, who drink every night while watching the television news, hoping to catch a glimpse of their sons fighting in Vietnam; and about her father, who vanished one day when Sophie was four years old. Sophie's mother - tough, bitter, and unstable - warns Sophie never to mention her father's name, but Sophie is compelled to find him and discover why he left. After a frighteningly violent reunion, she seeks refuge and illumination from her grandmother. At once child and woman, Sophie is a precociously wise observer of the tragedies of her own family and of the world.",en,1st Scribner Paperback Fiction Ed,"Height: 8.25 Inches, Length: 5.5 Inches, Weight: 0.65 Pounds, Width: 0.5 Inches",12,https://images.isbndb.com/covers/44/41/9780684854441.jpg,Success,157,22.3.4
0-942586-68-9,Gay Travel A to Z: The World of Gay and Lesbian Travel Options at your Fingertips,"Ferrari, M.",Ferrari Pubns,512,2001,,Paperback,The Most Complete Coverage Of Gay And Lesbian Travel Options Available Anywhere Is Detailed In This Comprehensive Guide Produced By A Gay Publisher Who Has Specialized Exclusively In Gay And Lesbian Travel Since 1980. The Features Most Remarked Upon Are The Multiple Indexes That Allow Readers To Find Things In Different Ways.,en,20th,"Height: 9 Inches, Length: 7 Inches, Weight: 1.65 Pounds, Width: 1 Inches",19.95,https://images.isbndb.com/covers/66/88/9780942586688.jpg,Success,94,22.3.4
1-55670-893-9,Postcards from the Basque Country,Beth Nelson,"Stewart, Tabori and Chang",104,4/1/1999,"JourneysNelson, Beth, Description and travel, DP302.B46 N45 1999, 914.6/60483",Hardcover,"A travel guide and a journal of one traveler's journey, here is an intimate look at a singular place. The record of a four-month stay in the Basque Country, traveling from Biarritz to Bilboa, Postcards is anecdotal and inspirational. Written as if it were a series of postcards and letters from the author to the reader, this book immediately engages readers as they are drawn into the experience of the journey. 
<p> Postcards celebrates both the ordinary and the extraordinary and looks at the familiar in the foreign. Nelson's writings cover various aspects of events and terrain in this fascinating and romantic region-covering topics specific and abstract, such as: Dreams, the Sea, the Heart, Parades and Fiestas, and Food.</p>",en,,"Height: 9.25 Inches, Length: 7.25 Inches, Weight: 0.661386786 Pounds, Width: 0.5 Inches",19.95,https://images.isbndb.com/covers/89/30/9781556708930.jpg,Success,80,22.3.4
0-8050-6071-5,Play Like a Girl: A Celebration of Women in Sports,"Macy, Sue, Gottesman, Jane",Henry Holt and Co. (BYR),32,9/15/1999,,Hardcover,Photographs And Text Portray The Joy And Dedication Of Women Participating In A Variety Of Sports.,en,First Edition,"Height: 10.32 Inches, Length: 8.36 Inches, Weight: 0.8377565956 Pounds, Width: 0.375 Inches",16.95,https://images.isbndb.com/covers/07/13/9780805060713.jpg,Success,143,22.3.4
